"" "probe.id" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1778109_at" "1778109_at" "YMR297W" 1.74371520151956e-06 1.92550430986096e-05 1.11266523886643 12.6206115203506
"1774315_at" "1774315_at" "YDR436W" 1.74437158378692e-06 1.92550430986096e-05 1.01813315421212 12.6199788830072
"1771173_at" "1771173_at" "YGL070C" 1.75296667372262e-06 1.93158537836328e-05 -0.908511412298495 -12.6117192882481
"1770001_at" "1770001_at" "YDR516C" 1.75341571681586e-06 1.93158537836328e-05 1.23183012787979 12.6112890224562
"1775433_at" "1775433_at" "YMR056C" 1.77083003880304e-06 1.94880469929906e-05 1.94081850289019 12.5946976070705
"1772294_at" "1772294_at" "YLR388W" 1.78873480084193e-06 1.96422918211873e-05 -1.00847651921544 -12.57782871447
"1779369_at" "1779369_at" "YOR134W" 1.79112463972278e-06 1.96422918211873e-05 2.93525721805892 12.5755914767495
"1775631_at" "1775631_at" "YFL007W" 1.79120832522122e-06 1.96422918211873e-05 1.00246019239556 12.5755131956207
"1770777_at" "1770777_at" "YPR187W" 1.79203559166579e-06 1.96422918211873e-05 -0.887093488002941 -12.5747395743548
"1769885_at" "1769885_at" "YJL196C" 1.80931018193907e-06 1.98036114323553e-05 -1.09805222874003 -12.5586761050886
"1778344_at" "1778344_at" "YGL010W" 1.81037772885458e-06 1.98036114323553e-05 1.3287012417095 12.5576890549075
"1772948_at" "1772948_at" "YEL055C" 1.82405960663745e-06 1.9933323381334e-05 -0.812631046487824 -12.5450963515751
"1777109_at" "1777109_at" "YGL227W" 1.83920817950753e-06 2.00787881974608e-05 1.49834071276576 12.5312767482834
"1779593_at" "1779593_at" "YOR377W" 1.84600186562237e-06 2.01210222581646e-05 0.839836745661576 12.5251204853724
"1775430_at" "1775430_at" "YGL077C" 1.84675927204787e-06 2.01210222581646e-05 -1.06111925021814 -12.524435718517
"1771832_at" "1771832_at" "YEL054C" 1.85044564902176e-06 2.01411056299898e-05 -0.844335632755334 -12.5211073786334
"1774718_at" "1774718_at" "YGR162W" 1.85516008242901e-06 2.01519178505261e-05 -1.17044820045645 -12.5168616554265
"1769792_at" "1769792_at" "YGL196W" 1.85517040251718e-06 2.01519178505261e-05 1.0158879577968 12.5168523746471
"1780053_at" "1780053_at" "YMR195W" 1.85697120017202e-06 2.01519178505261e-05 -0.946238314181349 -12.5152338168199
"1771419_at" "1771419_at" "YPL026C" 1.86794392329356e-06 2.02339565910274e-05 0.965995585305 12.5054094298522
"1778857_at" "1778857_at" "YBR208C" 1.86823409593216e-06 2.02339565910274e-05 0.979645085391933 12.5051505042575
"1779746_at" "1779746_at" "YNR008W" 1.87287609023432e-06 2.02641484297828e-05 -0.864030076024451 -12.5010145035016
"1770087_at" "1770087_at" "YPL262W" 1.91447470970649e-06 2.0693748395324e-05 0.892142540958533 12.4644558557764
"1770615_at" "1770615_at" "YBR291C" 1.91955295478614e-06 2.07281370453587e-05 -1.25568095723347 -12.4600539948594
"1775966_at" "1775966_at" "YNL010W" 1.92335133100313e-06 2.07343090531182e-05 -1.00892485635761 -12.456770065643
"1777358_at" "1777358_at" "YPR041W" 1.92391923314987e-06 2.07343090531182e-05 -0.849488125839391 -12.4562797046724
"1777489_at" "1777489_at" "YGL246C" 1.93391292858777e-06 2.08214783089726e-05 -0.934582242736494 -12.4476770207811
"1778524_at" "1778524_at" "YBR007C" 1.93650206133779e-06 2.08267446249735e-05 -0.889816537239538 -12.4454563991617
"1779098_at" "1779098_at" "YBR020W" 1.93821369725458e-06 2.08267446249735e-05 1.15494155537852 12.4439902083056
"1772239_at" "1772239_at" "YNL002C" 1.94622111280163e-06 2.0892243929957e-05 -0.889040553813565 -12.4371502788217
"1779942_at" "1779942_at" "YCR073W-A" 1.95546764346007e-06 2.09709032460565e-05 0.824418592858369 12.4292910668563
"1779677_at" "1779677_at" "YDR142C" 1.96480230353351e-06 2.10503525225629e-05 0.808772631917126 12.4213991234137
"1773875_at" "1773875_at" "YDL024C" 1.9755179779153e-06 2.11444274854636e-05 2.02076953809744 12.412391301417
"1778190_at" "1778190_at" "YGL099W" 1.97751635061959e-06 2.11451063400889e-05 -1.01988107726735 -12.4107174918432
"1773328_at" "1773328_at" "YKL004W" 1.9808323745843e-06 2.11598594227343e-05 -0.82216381098985 -12.4079442180187
"1778878_s_at" "1778878_s_at" "YAR073W" 1.98563480785916e-06 2.11904464651219e-05 -1.33510262299888 -12.4039370425772
"1775797_at" "1775797_at" "YJL210W" 1.98973762617008e-06 2.12135149061333e-05 0.919836436405309 12.4005222318496
"1769972_at" "1769972_at" "YHR046C" 1.99675859156847e-06 2.12546631704145e-05 -1.05395967499476 -12.3946969065497
"1779445_at" "1779445_at" "YDR135C" 1.99753834304178e-06 2.12546631704145e-05 -0.867620948222158 -12.3940513613982
"1775807_at" "1775807_at" "YOR260W" 1.99943207715832e-06 2.12546631704145e-05 -1.07234852658606 -12.3924847420951
"1770182_at" "1770182_at" "YHR157W" 2.02506438900018e-06 2.14962800181581e-05 1.61801404253836 12.3714423283377
"1775739_at" "1775739_at" "YLR288C" 2.02778257313e-06 2.14962800181581e-05 1.02960248835553 12.3692284191907
"1773621_at" "1773621_at" "YDL004W" 2.02809184799748e-06 2.14962800181581e-05 0.844234742448831 12.3689767316673
"1770203_at" "1770203_at" "YHR006W" 2.03002937213938e-06 2.14962800181581e-05 0.825420678128525 12.3674009559173
"1773112_at" "1773112_at" "YPL032C" 2.03283207421641e-06 2.15051199487289e-05 -0.808224467796105 -12.3651245194682
"1770157_at" "1770157_at" "YDR361C" 2.04188788549828e-06 2.15655939993756e-05 -1.10155909710581 -12.3577931208055
"1776886_at" "1776886_at" "YGL232W" 2.04249540532154e-06 2.15655939993756e-05 -0.789356545250091 -12.3573025913569
"1780004_at" "1780004_at" "YGR061C" 2.04956769014784e-06 2.16193781061155e-05 -0.9425971645394 -12.3516042335853
"1775023_at" "1775023_at" "YJR003C" 2.05361822492196e-06 2.16362727571068e-05 -0.8792916708614 -12.3483505181374
"1773948_at" "1773948_at" "YLL008W" 2.05512912901509e-06 2.16362727571068e-05 -1.17294501588031 -12.3471386814674
"1773612_at" "1773612_at" "YPL240C" 2.06877136741901e-06 2.17589350367228e-05 1.37516482050291 12.336241823478
"1771073_at" "1771073_at" "YIR030C" 2.07814690550203e-06 2.18365282531982e-05 -1.3914388485685 -12.3287996592836
"1773262_at" "1773262_at" "YMR140W" 2.0887896945089e-06 2.19272754866409e-05 0.901238314223167 12.3203970782285
"1776379_at" "1776379_at" "YFL010C" 2.10183759093813e-06 2.20331648644564e-05 -1.01013424030864 -12.310160933109
"1769868_at" "1769868_at" "YML091C" 2.10290912826025e-06 2.20331648644564e-05 0.947012002547474 12.3093234752702
"1778006_at" "1778006_at" "YHR016C" 2.12068878764117e-06 2.2198167692857e-05 0.78350687390823 12.2954972721779
"1774550_at" "1774550_at" "YER019W" 2.12337171762221e-06 2.22049819427517e-05 -1.08844612944428 -12.2934222087789
"1778758_at" "1778758_at" "YDR255C" 2.1345548326619e-06 2.22882328739311e-05 1.07599731684715 12.2848043983961
"1773477_at" "1773477_at" "YJR119C" 2.13541176967477e-06 2.22882328739311e-05 1.09965841488492 12.2841461250025
"1772070_at" "1772070_at" "YCL063W" 2.15102537190116e-06 2.24297760153968e-05 -1.02070257459459 -12.2722038426851
"1778542_at" "1778542_at" "YEL048C" 2.16998308721116e-06 2.2605886727401e-05 -1.04931183037052 -12.257833799844
"1772965_at" "1772965_at" "YKR077W" 2.18268663611412e-06 2.27058308497915e-05 0.764138470513914 12.2482830187046
"1775829_at" "1775829_at" "YML031W" 2.18373245087215e-06 2.27058308497915e-05 -0.758839468563685 -12.2474995335268
"1773839_at" "1773839_at" "YPL175W" 2.21903654238306e-06 2.30104001267936e-05 -0.801503622188028 -12.2212951700213
"1775683_at" "1775683_at" "YML120C" 2.21924679803791e-06 2.30104001267936e-05 1.62264698912858 12.2211405122988
"1771470_at" "1771470_at" "YMR010W" 2.21934130066256e-06 2.30104001267936e-05 -0.825334777479831 -12.2210710043699
"1771288_at" "1771288_at" "YGR053C" 2.23721998429e-06 2.31737819794513e-05 1.1464847749831 12.2079803826419
"1770297_at" "1770297_at" "YML093W" 2.24209559673093e-06 2.32014468073222e-05 -0.991505679105782 -12.2044308551549
"1770142_at" "1770142_at" "YEL021W" 2.24413701275069e-06 2.32014468073222e-05 -1.03387110818967 -12.2029472405983
"1780215_at" "1780215_at" "YGR070W" 2.25344475760085e-06 2.32756562486409e-05 2.15355240230539 12.196201898105
"1780184_at" "1780184_at" "YNR021W" 2.25900478650938e-06 2.33110522256606e-05 -0.954550870019125 -12.1921874254391
"1775052_at" "1775052_at" "YGR128C" 2.26806645646432e-06 2.33824813549454e-05 -1.31918371549828 -12.1856683757278
"1771706_at" "1771706_at" "YBR154C" 2.27527363788074e-06 2.34202407851838e-05 -1.03054951940274 -12.1805042848331
"1775935_at" "1775935_at" "YPL271W" 2.27601534716922e-06 2.34202407851838e-05 0.809179333380264 12.179973876631
"1779268_at" "1779268_at" "YHR041C" 2.29066683817584e-06 2.35488308632037e-05 -1.32224710694259 -12.1695359216326
"1774914_at" "1774914_at" "YCR016W" 2.2957208835254e-06 2.35786069691406e-05 -1.29238702146868 -12.1659526988268
"1770680_at" "1770680_at" "YGL169W" 2.30262556422022e-06 2.36273165876043e-05 -0.955477269585688 -12.1610716850932
"1774858_at" "1774858_at" "YFR023W" 2.30510192464547e-06 2.36305383044331e-05 1.63609374397736 12.1593251101089
"1772962_at" "1772962_at" "YFR008W" 2.32080486367206e-06 2.37692179477116e-05 1.06136953594199 12.148298595457
"1778303_at" "1778303_at" "YFR032C-A" 2.32887385210952e-06 2.38295257077274e-05 -0.8245597287412 -12.1426650961321
"1775410_at" "1775410_at" "YHL008C" 2.33540998628081e-06 2.3874050823271e-05 0.745966857417443 12.1381178094943
"1771539_at" "1771539_at" "YNL242W" 2.35425878873089e-06 2.40442430310759e-05 0.79274754706716 12.1250839257143
"1776877_at" "1776877_at" "YDR023W" 2.36770625748561e-06 2.41590046515432e-05 -0.845430515681938 -12.1158563768439
"1778728_at" "1778728_at" "YDR003W" 2.37731507693681e-06 2.4234420858923e-05 0.912788674280785 12.1092988112033
"1771396_at" "1771396_at" "YOL077C" 2.38610501762615e-06 2.42796529075933e-05 -0.917366672462097 -12.1033260732339
"1774323_at" "1774323_at" "YIR029W" 2.38619575610864e-06 2.42796529075933e-05 1.20544280987928 12.1032645454585
"1775454_at" "1775454_at" "YDL051W" 2.40042246412817e-06 2.44016899423187e-05 -0.842860752336295 -12.0936500486514
"1773879_at" "1773879_at" "YDR110W" 2.4043704107985e-06 2.44021343986041e-05 -0.885973058252818 -12.0909933265628
"1776278_at" "1776278_at" "YNL096C" 2.40537655681149e-06 2.44021343986041e-05 -0.943548024844701 -12.0903170352523
"1773055_at" "1773055_at" "YDL067C" 2.4071651612093e-06 2.44021343986041e-05 0.831372780825931 12.0891155894775
"1776930_at" "1776930_at" "YNL115C" 2.43507122200213e-06 2.46621485764961e-05 1.68140654091498 12.0704990896247
"1778479_at" "1778479_at" "YCL064C" 2.4386279280107e-06 2.46753018493527e-05 1.52698835162087 12.0681435665595
"1776626_at" "1776626_at" "YGL028C" 2.44108227801259e-06 2.46772868955796e-05 -0.856132484055755 -12.0665203536447
"1777526_at" "1777526_at" "YJL104W" 2.45291544699785e-06 2.47527101129146e-05 -0.797409693610412 -12.0587199507436
"1775846_at" "1775846_at" "YMR272C" 2.45307330273486e-06 2.47527101129146e-05 -1.0846519554448 -12.0586161779673
"1770540_at" "1770540_at" "YJL068C" 2.47018592678649e-06 2.49023909667184e-05 0.825093656053495 12.0474107046759
"1770612_at" "1770612_at" "YGR148C" 2.47279802016619e-06 2.49057481699319e-05 -0.760714265788934 -12.0457079470804
"1779152_at" "1779152_at" "YGR245C" 2.50083508462412e-06 2.51649408883723e-05 -0.876853694373172 -12.0275573267246
"1770721_at" "1770721_at" "YPR062W" 2.50624498082196e-06 2.51692213314651e-05 -0.882326826854052 -12.0240813387055
"1773562_at" "1773562_at" "YNL034W" 2.50723705422743e-06 2.51692213314651e-05 1.70701494720318 12.0234448207925
"1773459_at" "1773459_at" "YDR101C" 2.50817002470401e-06 2.51692213314651e-05 -1.02019145415651 -12.0228464811897
"1770205_at" "1770205_at" "YIR026C" 2.51891302390649e-06 2.52538362616974e-05 -1.03354532621869 -12.0159746313992
"1773510_at" "1773510_at" "YDR471W" 2.52605828223727e-06 2.53022593109889e-05 -0.883523151052367 -12.0114222815562
"1778706_at" "1778706_at" "YNR002C" 2.5762091866827e-06 2.57766067072554e-05 6.27425047053997 11.9798713125394
"1777345_at" "1777345_at" "YKL197C" 2.5798499102585e-06 2.57766067072554e-05 0.846818254917319 11.9776077242974
"1777189_at" "1777189_at" "YOL089C" 2.5804911912278e-06 2.57766067072554e-05 0.813889512363656 11.9772093844975
"1776097_at" "1776097_at" "YHL011C" 2.5841344459733e-06 2.57894257768002e-05 -0.822799285539598 -11.9749484354385
"1774355_at" "1774355_at" "YKL129C" 2.60525817054412e-06 2.59765157734545e-05 0.729677925159362 11.9619094259597
"1774693_at" "1774693_at" "YNL308C" 2.61705778065935e-06 2.60703805169056e-05 -0.841815678059231 -11.9546774033741
"1778989_at" "1778989_at" "YOR079C" 2.629346600559e-06 2.61579017810337e-05 -1.19359796744577 -11.9471843097899
"1775962_at" "1775962_at" "YPL146C" 2.63063086176391e-06 2.61579017810337e-05 -0.963683819849978 -11.9464035002847
"1771781_at" "1771781_at" "YLR172C" 2.63457500047235e-06 2.61733050956017e-05 -1.11900347107993 -11.9440081989606
"1774313_at" "1774313_at" "YPL217C" 2.64132548465568e-06 2.62165348740393e-05 -0.967502562754673 -11.9399179014955
"1772443_at" "1772443_at" "YOR036W" 2.64470523478033e-06 2.62262602592373e-05 1.26142456373519 11.9378744225976
"1772199_at" "1772199_at" "YNR058W" 2.67291186663903e-06 2.64819409597746e-05 1.37305187165338 11.9209333774732
"1776155_at" "1776155_at" "YGR180C" 2.69580487861307e-06 2.66845613346772e-05 0.960885546817999 11.9073304378266
"1780131_at" "1780131_at" "YFL041W-A" 2.70504371092097e-06 2.6713556396573e-05 1.28518988875128 11.9018774019904
"1773177_at" "1773177_at" "YIL016W" 2.70606761813747e-06 2.6713556396573e-05 -1.10691070115679 -11.9012743470512
"1771819_at" "1771819_at" "YCR057C" 2.75771274084935e-06 2.71742874950421e-05 -1.26253959410154 -11.8711842302679
"1770200_at" "1770200_at" "YOR272W" 2.77648472560601e-06 2.73346171904707e-05 -0.928586506058091 -11.8604033220885
"1771440_at" "1771440_at" "YGL171W" 2.7828767104745e-06 2.73728863114899e-05 -0.908039821874247 -11.8567509928174
"1774239_at" "1774239_at" "YGR079W" 2.81345576451017e-06 2.76487811102223e-05 -0.864068915173619 -11.839407544207
"1779946_at" "1779946_at" "YNL141W" 2.85152801427329e-06 2.79667547570078e-05 -1.03923057913983 -11.818107262057
"1778943_at" "1778943_at" "YBR192W" 2.8545290100123e-06 2.79667547570078e-05 -0.801133891487895 -11.8164418694166
"1769322_s_at" "1769322_s_at" "YLR154C-H" 2.85490375765718e-06 2.79667547570078e-05 -1.24503111606982 -11.8162340423382
"1773091_at" "1773091_at" "YIL018W" 2.85621809351008e-06 2.79667547570078e-05 -0.750667257171567 -11.8155053813028
"1770883_at" "1770883_at" "YOR228C" 2.85860771079591e-06 2.79667547570078e-05 0.87657505180789 11.8141815524029
"1779917_at" "1779917_at" "YML036W" 2.87996617044513e-06 2.81472580180055e-05 -0.838710292574402 -11.8024039610259
"1777102_at" "1777102_at" "YAL030W" 2.88220916198281e-06 2.81472580180055e-05 0.834095620414698 11.8011728045272
"1775534_at" "1775534_at" "YOR356W" 2.89029009078205e-06 2.82009733143449e-05 1.14616522347762 11.796746150637
"1777632_at" "1777632_at" "YLR129W" 2.90279640949934e-06 2.82977334192763e-05 -1.1399913744695 -11.7899225954566
"1779756_at" "1779756_at" "YJL084C" 2.90965861833987e-06 2.8339348824615e-05 0.983889335942558 11.7861925056098
"1773608_at" "1773608_at" "YLR307W" 2.91301729875808e-06 2.83467970087518e-05 2.40888714476221 11.7843704217113
"1777214_at" "1777214_at" "YNL162W-A" 2.92358868832582e-06 2.84043493464864e-05 -1.53585977556108 -11.7786507810951
"1779358_at" "1779358_at" "YOL100W" 2.92413003429696e-06 2.84043493464864e-05 0.929610529636246 11.7783585107229
"1780244_at" "1780244_at" "YGR173W" 2.96283757292468e-06 2.87547859652939e-05 -0.814335857875992 -11.7576162711787
"1778950_at" "1778950_at" "YMR013C" 2.97231660997102e-06 2.88003491265249e-05 -0.856363332976065 -11.7525830276726
"1779541_at" "1779541_at" "YCL036W" 2.97280324073207e-06 2.88003491265249e-05 -1.32551648716227 -11.7523251189979
"1772892_at" "1772892_at" "YBL024W" 2.99036651357559e-06 2.89303938451785e-05 -0.859321383221199 -11.7430483389931
"1774895_at" "1774895_at" "YJL023C" 2.99152132549887e-06 2.89303938451785e-05 0.776701406768496 11.7424405181592
"1777589_at" "1777589_at" "YML004C" 3.01107768404027e-06 2.90646965718827e-05 0.951058665064558 11.7321870399417
"1770900_at" "1770900_at" "YCR091W" 3.01315804030936e-06 2.90646965718827e-05 1.3178745915782 11.7311006963651
"1779877_at" "1779877_at" "YMR160W" 3.01338773937986e-06 2.90646965718827e-05 0.843428211284929 11.7309808011009
"1777939_at" "1777939_at" "YGR105W" 3.02709715231118e-06 2.91711796123955e-05 -0.830310201116441 -11.7238434403365
"1773053_at" "1773053_at" "YER154W" 3.03409581446701e-06 2.92128626083661e-05 -0.824327236186382 -11.7202137730974
"1772238_at" "1772238_at" "YEL016C" 3.04375664842749e-06 2.92800815616334e-05 -1.00427142560529 -11.7152188342996
"1773176_at" "1773176_at" "YGR227W" 3.0512126820282e-06 2.93259913713317e-05 -0.728531038029178 -11.7113759799609
"1773046_at" "1773046_at" "YNL196C" 3.05778231588435e-06 2.93633085658912e-05 2.50699226126612 11.70799869255
"1772586_at" "1772586_at" "YDR030C" 3.07165401570534e-06 2.94706190374258e-05 1.24400942601041 11.700894237983
"1774222_at" "1774222_at" "YKR074W" 3.08796017263925e-06 2.96010778654401e-05 -1.17657050226015 -11.6925888159001
"1778731_at" "1778731_at" "YLL045C" 3.10658456459852e-06 2.97535110621671e-05 -0.737044129234467 -11.6831625593774
"1777421_at" "1777421_at" "YEL072W" 3.11407069591222e-06 2.97990933142983e-05 -1.19730276895243 -11.679391482878
"1769388_at" "1769388_at" "YLR401C" 3.12153661649732e-06 2.98444025766253e-05 -1.0797584044164 -11.6756406959374
"1779033_at" "1779033_at" "YFL001W" 3.13583917043559e-06 2.99549392084966e-05 -0.921988583884678 -11.6684832752491
"1774980_at" "1774980_at" "YLL011W" 3.15166578195535e-06 3.0079828528566e-05 -0.877182003103709 -11.660605702728
"1778254_at" "1778254_at" "YEL057C" 3.17272731976673e-06 3.02544189794161e-05 3.25995749256253 11.6501909902786
"1770084_at" "1770084_at" "YIL009W" 3.18322223525008e-06 3.03280318978316e-05 -0.979620119503112 -11.6450302565122
"1775457_at" "1775457_at" "YPL079W" 3.18657937071743e-06 3.03335708738677e-05 -0.758569258293738 -11.6433834558124
"1779136_at" "1779136_at" "YCR072C" 3.19102599702218e-06 3.03494622240717e-05 -1.12537889348325 -11.6412052107192
"1774796_at" "1774796_at" "YJR108W" 3.20447110382475e-06 3.04508349761712e-05 1.07242883665457 11.6346395699948
"1775893_at" "1775893_at" "YMR232W" 3.21350770928616e-06 3.05101757142304e-05 1.03426980412754 11.630244059409
"1772550_x_at" "1772550_x_at" "YMR230W" 3.22157749926149e-06 3.055430820825e-05 -1.0130131666581 -11.6263305153044
"1778656_at" "1778656_at" "YLR080W" 3.22374792863399e-06 3.055430820825e-05 2.02958227620151 11.6252798139695
"1776601_at" "1776601_at" "YPR133W-A" 3.22991867937908e-06 3.05862663156452e-05 -0.845552832074837 -11.622296890474
"1769803_s_at" "1769803_s_at" "YHR053C" 3.23476338066123e-06 3.06056227046458e-05 0.927188169406397 11.6199594488412
"1775742_at" "1775742_at" "YNR068C" 3.24324212889357e-06 3.06592992945925e-05 1.98282804389 11.6158781033678
"1775699_at" "1775699_at" "YLR113W" 3.25555256282988e-06 3.07490738172903e-05 -1.04012039394538 -11.6099735723696
"1773923_at" "1773923_at" "YOR192C" 3.26289085797195e-06 3.07824049879961e-05 0.8549578394873 11.6064657541144
"1776968_at" "1776968_at" "YOR065W" 3.26471517030449e-06 3.07824049879961e-05 0.733025275207033 11.6055950771665
"1773840_at" "1773840_at" "YOL076W" 3.27360585587742e-06 3.08396248215763e-05 -1.20721208410384 -11.6013596724865
"1775415_at" "1775415_at" "YML002W" 3.29748781755405e-06 3.10378526014045e-05 0.891057102818079 11.5900461599751
"1776845_at" "1776845_at" "YDL123W" 3.30652744168299e-06 3.10961548043991e-05 0.872780502667845 11.5857877950009
"1772023_at" "1772023_at" "YKL091C" 3.31510430994199e-06 3.1138671552169e-05 1.00047212356718 11.5817594719924
"1775744_at" "1775744_at" "YBR006W" 3.32536293279488e-06 3.1138671552169e-05 1.05562318774264 11.5769565903902
"1770191_at" "1770191_at" "YER142C" 3.32640108848998e-06 3.1138671552169e-05 0.77666959054022 11.5764714723732
"1778475_at" "1778475_at" "YMR085W" 3.32723365209977e-06 3.1138671552169e-05 1.12898544391701 11.5760825477487
"1771490_at" "1771490_at" "YER126C" 3.32752124258025e-06 3.1138671552169e-05 -0.840877440613877 -11.5759482277842
"1777097_at" "1777097_at" "YJR109C" 3.3281449828819e-06 3.1138671552169e-05 1.01228015025689 11.5756569527882
"1769697_at" "1769697_at" "YBR002C" 3.3310077125094e-06 3.11387957932444e-05 -0.923554749069164 -11.574320896333
"1778010_at" "1778010_at" "YPL076W" 3.34673398974136e-06 3.12590675554646e-05 -0.865449855494517 -11.5670042133717
"1773891_at" "1773891_at" "YOR033C" 3.35772441894878e-06 3.1334938044639e-05 -0.764674277963454 -11.5619137346163
"1779126_at" "1779126_at" "YHL003C" 3.37041987018133e-06 3.1426577083056e-05 -0.926397078053378 -11.5560567319843
"1773154_at" "1773154_at" "YOL010W" 3.38276713146965e-06 3.14828724119337e-05 -0.777411483912591 -11.550384039354
"1772367_at" "1772367_at" "YMR091C" 3.38427193029553e-06 3.14828724119337e-05 -0.839477120852405 -11.5496942778465
"1779535_at" "1779535_at" "YNL075W" 3.38510020900641e-06 3.14828724119337e-05 -0.836016690085996 -11.5493147626312
"1776025_at" "1776025_at" "YBR189W" 3.38900930379369e-06 3.14846698449836e-05 -0.735910408190702 -11.5475250290741
"1779479_at" "1779479_at" "YBR043C" 3.39105567418976e-06 3.14846698449836e-05 0.881231983210903 11.5465890447298
"1773902_at" "1773902_at" "YEL001C" 3.39636635718118e-06 3.15072084476027e-05 -1.05009830093885 -11.5441629550571
"1772231_at" "1772231_at" "YHR201C" 3.40984314886976e-06 3.16053994324417e-05 -0.895529704299236 -11.5380253643836
"1776887_at" "1776887_at" "YPR083W" 3.43754632765185e-06 3.18351748038808e-05 0.722061020624667 11.5254937608944
"1776633_at" "1776633_at" "YNL247W" 3.44379224697224e-06 3.18660132725763e-05 -1.18395247320927 -11.5226840403766
"1774369_at" "1774369_at" "YGL187C" 3.45106079721336e-06 3.19062541387036e-05 0.745138367719032 11.5194214730284
"1769366_at" "1769366_at" "YDR020C" 3.45842376905008e-06 3.19472991954178e-05 -1.27685878405751 -11.5161243672201
"1775364_at" "1775364_at" "YCR021C" 3.46137825557746e-06 3.19475857913433e-05 5.0385006384265 11.5148035727895
"1777670_at" "1777670_at" "YBR089C-A" 3.47476775852564e-06 3.20441030085808e-05 0.753509847112324 11.5088336343291
"1779680_at" "1779680_at" "YMR310C" 3.52822776289616e-06 3.25096736871242e-05 -0.956253586027206 -11.4852519629808
"1778929_at" "1778929_at" "YJR105W" 3.5441708059492e-06 3.26290636625214e-05 -0.786120223126336 -11.4782968035106
"1772468_at" "1772468_at" "YKR094C" 3.55178961325221e-06 3.26491603767152e-05 -0.911888881086867 -11.4749854682636
"1774470_at" "1774470_at" "YLR065C" 3.55232903439919e-06 3.26491603767152e-05 -0.790487442270375 -11.4747513234182
"1773837_at" "1773837_at" "YLR193C" 3.56561304845877e-06 3.27437137760987e-05 0.812631636636309 11.4689977152134
"1779018_at" "1779018_at" "YJR103W" 3.61443749635883e-06 3.31642090346006e-05 0.762894280829943 11.4480553051215
"1779234_at" "1779234_at" "YDR329C" 3.62923375707172e-06 3.3231875081124e-05 0.824812099875249 11.4417712512747
"1777819_at" "1777819_at" "YJR043C" 3.63074094763436e-06 3.3231875081124e-05 -1.00957429290352 -11.441132751074
"1777388_at" "1777388_at" "YGL184C" 3.63093510677727e-06 3.3231875081124e-05 0.832242965519002 11.4410505198693
"1771302_at" "1771302_at" "YOR246C" 3.64618743006205e-06 3.33435449671281e-05 -0.948521693524985 -11.4346061381285
"1776770_at" "1776770_at" "YNR051C" 3.66102744568262e-06 3.34512608080432e-05 -0.843456182592736 -11.4283648983765
"1773099_at" "1773099_at" "YNL132W" 3.66695425209674e-06 3.3477423614798e-05 -1.26478271356599 -11.4258801909022
"1769602_at" "1769602_at" "YBL031W" 3.67810132387539e-06 3.35511613249668e-05 -1.10329309725148 -11.42121915118
"1773279_at" "1773279_at" "YKL212W" 3.68832459795666e-06 3.36163563023105e-05 -1.05377031839324 -11.4169582859608
"1774365_at" "1774365_at" "YKL001C" 3.70629431340433e-06 3.37519868807354e-05 -1.1528359626523 -11.4095008364044
"1779679_s_at" "1779679_s_at" "YAL063C" 3.71678130751035e-06 3.38193056856562e-05 1.0117547879943 11.4051674250626
"1777989_at" "1777989_at" "YLR406C" 3.72257852906508e-06 3.38438753457763e-05 -0.920998377981102 -11.4027777880786
"1776530_at" "1776530_at" "YOR324C" 3.7322461284086e-06 3.38775180697994e-05 0.790299689831272 11.3988020288571
"1773501_at" "1773501_at" "YOL081W" 3.73247911383954e-06 3.38775180697994e-05 1.46838488958695 11.3987063570664
"1773424_at" "1773424_at" "YER182W" 3.75465576018229e-06 3.40505212840432e-05 0.941355171047845 11.3896303782035
"1773668_at" "1773668_at" "YOR115C" 3.75876998502161e-06 3.40595674927995e-05 -0.986766171332751 -11.387953204706
"1774102_at" "1774102_at" "YPL244C" 3.77771778059339e-06 3.42028996738397e-05 -0.964049131478368 -11.3802555579822
"1778977_at" "1778977_at" "YJR101W" 3.79790515679901e-06 3.4342337904442e-05 -0.824433221510089 -11.3721017900401
"1777524_at" "1777524_at" "YLR447C" 3.79940396472093e-06 3.4342337904442e-05 -0.748316582855136 -11.3714983530914
"1774990_at" "1774990_at" "YOR159C" 3.82372343602065e-06 3.44859347197259e-05 -0.803716496287338 -11.3617441783951
"1779512_at" "1779512_at" "YBR254C" 3.82475776723168e-06 3.44859347197259e-05 -0.960378285120968 -11.3613308662512
"1777964_at" "1777964_at" "YPL181W" 3.8422722178686e-06 3.46152933197593e-05 0.748763179419068 11.3543511623286
"1773591_at" "1773591_at" "YMR199W" 3.90494105531504e-06 3.51509026791456e-05 0.954464517257612 11.3296658439802
"1779717_at" "1779717_at" "YCR035C" 3.9109159902211e-06 3.51757118857087e-05 -0.813325498105719 -11.3273355236049
"1779249_at" "1779249_at" "YAL059W" 3.91840011545723e-06 3.51941591468333e-05 -0.982524409209863 -11.3244222172179
"1772464_at" "1772464_at" "YOR035C" 3.91940809678771e-06 3.51941591468333e-05 0.94277417581145 11.3240303221226
"1776857_at" "1776857_at" "YMR296C" 3.92629483102599e-06 3.52270524740985e-05 -0.922270218935224 -11.3213558332064
"1778754_s_at" "1778754_s_at" "YBL113C" 3.94744641207336e-06 3.53877722650843e-05 0.850022405328703 11.313174290723
