"" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"3628" "YER164W" 0.00265774285684699 0.00500898674299759 -0.259572892618516 -3.68979205233695
"3629" "YPR197C" 0.0111901904912464 0.0186240795178392 -1.03953406187388 -2.94653902337734
"3630" "YER104W" 0.00590607259529243 0.0104172356210308 0.562577862058396 3.27644595068632
"3631" "YEL008W" 0.014855550323396 0.0240914750162759 1.48732469752469 2.79971024664796
"3632" "YLR291C" 0.00305880933280472 0.00568809853758058 -0.375743572755981 -3.61675906368704
"3633" "YHR182C-A" 0.00677673750766628 0.0118065024700806 -0.557554581425189 -3.20549568158436
"3634" "YLR138W" 0.0026583922304628 0.00500898674299759 -0.23934952223612 -3.6896649648282
"3635" "YCL044C" 0.00339840479568349 0.00626263779531306 0.366744363151363 3.56215029660527
"3636" "YLR069C" 0.00263751318344939 0.00498112333895089 -0.31024745650502 -3.69376704709575
"3637" "YDR322W" 0.00318154712419661 0.00589622699334114 -0.271122956876918 -3.59634331870729
"3638" "YDL201W" 0.00358355060973561 0.00657788666916115 -0.363931549581886 -3.53466279540122
"3639" "YHR038W" 0.00443891578861329 0.00800203557153711 0.39865024950086 3.42391007805802
"3640" "YLR098C" 0.00412074955429028 0.00748000654388651 0.402137508204856 3.46236500005486
"3641" "YIL149C" 0.00267833294195716 0.00504220262051331 -0.276154124756199 -3.68577769679996
"3642" "YLR370C" 0.00322110692209837 0.00596109801537979 0.290867303537631 3.58993294380808
"3643" "YDR467C" 0.0130221242178524 0.0213978555368932 1.28451518405163 2.86804766969475
"3644" "YGR084C" 0.00317890726454588 0.005893004059127 -0.328080860992183 -3.5967739602578
"3645" "YPL021W" 0.0212217183213911 0.0333251275224533 1.68599702220172 2.61374210170033
"3646" "YNL129W" 0.00492104730027186 0.00879363328008153 -0.499710061829683 -3.37063597622099
"3647" "YDR448W" 0.00423768054681098 0.00766461325331418 -0.385603473317259 -3.44789466341871
"3648" "YGL073W" 0.00284676659676982 0.00533015085176536 0.275535216158427 3.65407031759779
"3649" "YMR218C" 0.00327028190314847 0.00604868086242502 -0.309424320996995 -3.5820748432183
"3650" "YOL037C" 0.0138405581849866 0.0225854157261618 1.13255873653906 2.83644401012058
"3651" "YMR184W" 0.0047643399711434 0.00854394520044412 0.369887756724469 3.38735220108458
"3652" "YGR064W" 0.0124365740659295 0.0205253238839982 -1.01028115027587 -2.89188315707955
"3653" "YGL190C" 0.00299021472174659 0.0055716276586916 0.260224758673563 3.62853394166512
"3654" "YFL020C" 0.0185696468328964 0.0295075612292466 1.47165845182122 2.68353948903814
"3655" "YBR207W" 0.00291276599926622 0.00544437576205703 0.350036250612958 3.64216274637441
"3656" "YAL002W" 0.0032801773920755 0.00606526865431258 0.266538163993395 3.58050803611301
"3657" "YHL039W" 0.00314746490273742 0.00584133770034275 -0.298341131099586 -3.60193122724544
"3658" "YMR210W" 0.0036019779635389 0.00660985689690645 -0.295209140280212 -3.53200606161806
"3659" "YBL018C" 0.00619658196565621 0.0108826950924357 -0.579912277383699 -3.25166978685693
"3660" "YOR032W-A" 0.0244635631754974 0.0379153352982952 1.9530855731457 2.53911187829356
"3661" "YPL028W" 0.00281548637253689 0.00528216571526709 -0.279299937102743 -3.65981214587084
"3662" "YKL196C" 0.0029528147830915 0.00551293216637689 -0.279878698290027 -3.63506997684921
"3663" "YMR194C-B" 0.0204346176764628 0.0322128358649204 1.7679529913828 2.63352874853227
"3664" "YPL270W" 0.00296562775680885 0.0055352744037214 0.243267667436721 3.63282136006354
"3665" "YML090W" 0.00804501813465178 0.0138246673593097 0.728818768308811 3.11698263554625
"3666" "YML067C" 0.00347560815672116 0.00639050830839513 -0.284798528594217 -3.55050842441301
"3667" "YGL188C" 0.0256785292616323 0.0395813773457176 1.79887251783295 2.5135853975524
"3668" "YDL133W" 0.00406922750024198 0.00739674529218756 0.337148171351687 3.46887296821386
"3669" "YBR091C" 0.00758234606261947 0.013084597188514 -0.656072492141872 -3.1475446779249
"3670" "YNR055C" 0.00333547887995259 0.00616229958561136 -0.26637430910887 -3.57183907800134
"3671" "YMR316C-A" 0.0182190446766615 0.0289997543247493 -1.52639209344481 -2.69348526573653
"3672" "YCR012W" 0.00298477795573239 0.00556308187646761 -0.328434642612833 -3.62947890375214
"3673" "YJR108W" 0.018239631809414 0.0290184025528177 1.22706619381519 2.69289611838387
"3674" "YLR453C" 0.00676016747776302 0.0117807713477692 0.500547317227509 3.20675867548216
"3675" "YHR031C" 0.00429995767408539 0.00777510312434124 -0.45112088172111 -3.44035140778697
"3676" "YHL036W" 0.00369008622295227 0.00675448910759759 -0.338897752367026 -3.51949035161949
"3677" "YBL009W" 0.00347274163913796 0.00638778069417849 -0.269818699336979 -3.55093598020089
"3678" "YMR155W" 0.00403366388895671 0.0073361771369349 0.323492473537196 3.47341388211898
"3679" "YOR055W" 0.0167489438862343 0.0268360496947698 1.50365814637296 2.73733053733395
"3680" "YGR004W" 0.00564199797832793 0.00998263549216695 -0.480505188772534 -3.30005217175641
"3681" "YLR081W" 0.00906959889204454 0.0153992514798223 0.630558154568076 3.0551081845513
"3682" "HRA1" 0.0104247650819735 0.0174600136114365 -0.775809474775232 -2.98317298547279
"3683" "YPR028W" 0.00317103527183375 0.00588007730961915 -0.288698731571164 -3.59806027797211
"3684" "YGL100W" 0.00350361226342952 0.00643837961442582 -0.290142778721597 -3.54635014947374
"3685" "YCR011C" 0.00302606710827054 0.00563361725165222 0.256933375675541 3.62234577217577
"3686" "YER068C-A" 0.00401436051838927 0.00730716374827564 0.433462280533257 3.47589557850248
"3687" "YJR050W" 0.00565814491364642 0.010006916470688 0.388706475939839 3.29857723305155
"3688" "YHR035W" 0.00858568855973407 0.0146555169103216 0.56164583511809 3.08341409546052
"3689" "YLR343W" 0.00834924250782385 0.0143098623228147 0.580629296354871 3.09782750600486
"3690" "YNL086W" 0.0114198522370658 0.018947165441259 0.782633650941031 2.93602993361919
"3691" "YDL243C" 0.0065244679889934 0.0113943058152682 0.563249299631185 3.22506734610598
"3692" "YDR016C" 0.00726639744130471 0.0125791934535632 -0.564406921685669 -3.16950372034207
"3693" "YDR251W" 0.0033734811543759 0.00622021243289941 0.245820617341065 3.56596591261227
"3694" "YDL248W" 0.00362205389966784 0.00664110891581474 0.249166997717285 3.52912725396018
"3695" "YMR009W" 0.00361651479185765 0.00663467183632437 0.33310846499775 3.5299199236979
"3696" "YKR001C" 0.00312354514373854 0.00580023625612759 0.24489796501662 3.60588972356804
"3697" "YGL138C" 0.0230604532642829 0.0359707880913063 1.39616683596939 2.57016105214544
"3698" "YNL109W" 0.0150228253716463 0.0243145283476769 -1.03209933096221 -2.7938940002681
"3699" "YPL241C" 0.00637768625861611 0.0111618040406278 -0.416640540350533 -3.23680668846176
"3700" "YBR145W" 0.00398711309497645 0.00726362959268615 -0.30775490086369 -3.47941917722463
"3701" "YDR155C" 0.00311418256732659 0.0057861352898184 0.264372134440645 3.60744751952331
"3702" "YJR032W" 0.00389511887561398 0.00710593075411786 -0.305536379634248 -3.49149807986563
"3703" "YER028C" 0.00856585425453581 0.0146351053886585 -0.700016327119414 -3.08460788798729
"3704" "YOL138C" 0.00365992936456654 0.00670867411123405 0.279993585843718 3.52373975766329
"3705" "YLR379W" 0.0068218293013016 0.0118692572577434 -0.555954876423067 -3.20207429254886
"3706" "YPL182C" 0.00835655048135049 0.0143186362621778 0.597881586161439 3.09737596778729
"3707" "YDR463W" 0.00337658319115659 0.00622417786321397 0.234471120261298 3.56548946203221
"3708" "YBR114W" 0.00457205796689499 0.00822844655279974 0.323866254700781 3.40863665760558
"3709" "YBR257W" 0.00542191456117995 0.0096229422298533 0.505190484661429 3.32058941799415
"3710" "YFL041W-A" 0.0298467183577076 0.0454297886217131 1.75655810130777 2.43407339474817
"3711" "YDR511W" 0.005538166784833 0.00981063826330287 0.377096868711643 3.30963907895986
"3712" "YCL069W" 0.0163980509170909 0.0263577516215255 0.974108385611906 2.74835150193216
"3713" "YBR281C" 0.00361834907253111 0.00663617595528414 -0.304727009472391 -3.52965729442954
"3714" "YJL012C" 0.00343026123946738 0.00631600591854647 -0.23967938131751 -3.55731437567314
"3715" "YDR510W" 0.00436858047382922 0.00789482139773226 -0.29499499255743 -3.43216613144989
"3716" "YDR472W" 0.00529283858047197 0.00941940968265714 -0.366261667192447 -3.33302753336605
"3717" "YPL055C" 0.00421722701319442 0.00763606396908882 0.42767763668664 3.45039649978935
"3718" "YDR524C" 0.00422425257234305 0.00764536403539521 0.328871843115988 3.44953576905334
"3719" "YPR076W" 0.0104404075923318 0.0174772636819433 0.629672069508358 2.98239800588571
"3720" "YDL240W" 0.00451979719536767 0.00814111047689849 -0.318154963037239 -3.41457762676348
"3721" "YDR124W" 0.00738028035893037 0.012766268413083 0.432507849118328 3.16148065244112
"3722" "YOL164W" 0.00386835333095943 0.00705907042988468 0.564455998418312 3.49506658979259
"3723" "YDL227C" 0.00357122286695453 0.00655709794993447 -0.337483160818319 -3.53644785659204
"3724" "YNR003C" 0.00486146873168918 0.00869429427083396 -0.368313531027308 -3.3769273170048
"3725" "YMR186W" 0.00350753766581818 0.00644378304121948 0.301904520060157 3.54576996436199
"3726" "YIL028W" 0.0240242402576293 0.0372874447842019 1.70337160867348 2.54864435238074
"3727" "YNR018W" 0.00411586692406546 0.00747321715715689 0.293028130270028 3.46297821155005
"3728" "YDR348C" 0.00394171089958059 0.00718291718803795 -0.272104049866057 -3.4853449162546
"3729" "YDR535C" 0.0223942899537136 0.0350319093441403 1.19463692579535 2.58554798191894
"3730" "YML020W" 0.00486957128647913 0.00870640485273203 0.300958816836339 3.37606716281962
"3731" "YAR068W" 0.0110322618793083 0.0183927260994992 0.812035637691301 2.95389019054686
"3732" "YNL206C" 0.0040272331144822 0.00732855605978931 -0.270019522797733 -3.47423930594054
"3733" "YHL002C-A" 0.0138506901611741 0.0225945741467866 0.803382936434174 2.83606440280496
"3734" "YLR289W" 0.0049980685240123 0.00891422145149631 0.33300559501374 3.36261540017781
"3735" "YER146W" 0.0129037734465978 0.0212315105351214 -0.950714384231805 -2.8727789122841
"3736" "YML077W" 0.00638340768728244 0.0111688293902652 -0.355672625797756 -3.23634405336343
"3737" "YLR100W" 0.0038551952811427 0.00703702219007688 -0.298863753085099 -3.49683004317142
"3738" "YLR165C" 0.0077942872765412 0.0134290827925026 0.510239313936133 3.13332035689257
"3739" "YAR014C" 0.00371547822134353 0.00679526377523885 -0.274344719453738 -3.51593951302499
"3740" "YBR224W" 0.0228341566348696 0.0356654484167548 1.45841577930305 2.57533919055895
"3741" "YOR192C-B" 0.00351755855911514 0.00646037846539338 -0.342268052272344 -3.54429182462041
"3742" "YDL151C" 0.0159852953472518 0.0257639325355312 -0.821084904784301 -2.76161480120457
"3743" "YGL142C" 0.00458930639491404 0.00825721739150926 -0.372928586247572 -3.40669088064968
"3744" "YHR205W" 0.00369161333341796 0.00675539424537631 -0.255107536820793 -3.51927610175286
"3745" "YLR025W" 0.00403236750213261 0.00733585878725014 0.270036010235994 3.47358017319491
"3746" "YHL017W" 0.00423065090193124 0.00765401498905812 -0.355771275478395 -3.44875313887408
"3747" "YBR292C" 0.0308088196157601 0.0466986325130451 1.74352801918218 2.41724136280454
"3748" "YPL161C" 0.00482108991545273 0.00862915738081854 0.337545232275191 3.38123549989134
"3749" "YDR514C" 0.00497678878756244 0.00888111081512098 -0.30627966823407 -3.36481885473807
"3750" "YLR095C" 0.00410610781199319 0.00745756726986659 -0.251423241778194 -3.46420606648925
"3751" "snR43" 0.0229100629037893 0.0357581771592756 -1.15383376327269 -2.57359678205541
"3752" "YAL015C" 0.00493889187521458 0.00882070178751128 0.282817766944216 3.36876655001727
"3753" "YGR075C" 0.00809213155892135 0.013898326242705 0.465658916682885 3.11396943685969
"3754" "YLR269C" 0.0262931311960569 0.0404253030046073 1.57930165995061 2.50111293462949
"3755" "YJR102C" 0.00842446873444852 0.0144236782153264 0.460889797842336 3.09319820987508
"3756" "YBL059C-A" 0.00828051330575416 0.0141995066962631 0.442939449526255 3.10209344368896
"3757" "YOL015W" 0.0151257560460056 0.0244690148498933 -0.798939863002959 -2.7903465425163
"3758" "YGL007W" 0.0217971947954552 0.0341713990778499 1.11504863474818 2.59972118656312
"3759" "YBR040W" 0.0263450802619727 0.040495656737271 1.49613214712042 2.50007161142505
"3760" "YER090W" 0.00376360493349339 0.00687559438003735 -0.251060389816714 -3.50927626539915
"3761" "YBL088C" 0.00404059740358031 0.00734674491779389 0.25929680749858 3.47252541660855
"3762" "YGL079W" 0.00718114811323392 0.0124447870084176 0.410540113234244 3.17559218124756
"3763" "YBR089W" 0.00943320428986468 0.0159561277630942 -0.502341258841395 -3.03481050884615
"3764" "YNR032C-A" 0.0128507451798582 0.021154900595529 -0.637490592989845 -2.87491268047989
"3765" "YIL095W" 0.00549717877679941 0.00974066726918249 -0.315317856593392 -3.31347335357048
"3766" "YEL061C" 0.00437349940874611 0.00790152806738941 -0.283573631129204 -3.43158439528665
"3767" "YLL018C" 0.00374469379879918 0.00684295721557102 -0.249660709964093 -3.51188421992971
"3768" "YPR054W" 0.007104934411485 0.0123192369255062 -0.395790620471631 -3.18109677694669
"3769" "YDR260C" 0.00763250333566465 0.0131676784867928 0.410530056698529 3.14414288784406
"3770" "YJR091C" 0.00400397126457217 0.00729028110571421 0.234173774172058 3.47723624459818
"3771" "YKL161C" 0.00659932488076725 0.0115127422319945 0.726216486307714 3.21918184355451
"3772" "YDL031W" 0.0039177186587502 0.00714317599374131 -0.283616206737158 -3.48850421130994
"3773" "YJR014W" 0.00470756468474389 0.00844907768658286 -0.305697954506838 -3.39354550213143
"3774" "YGR193C" 0.00438872827944969 0.00792029252528549 0.246540621200512 3.42978753318139
"3775" "YDL232W" 0.0265143360068404 0.0407366806380342 -1.43403744013111 -2.49669252899546
"3776" "YOR137C" 0.00614380473282776 0.0108074134342993 -0.327232482940039 -3.25608315431302
"3777" "YPL094C" 0.00450631377856713 0.00811905941596975 -0.261873595913534 -3.4161216500924
"3778" "YLR047C" 0.00618291334867228 0.0108645229994666 -0.432904607480621 -3.25280916623468
"3779" "YHR009C" 0.00420059182785126 0.00760804865387679 -0.215788693074851 -3.45244032981643
"3780" "YGL103W" 0.0344275621811438 0.0517402048676873 -1.71186941474861 -2.35813529771469
"3781" "YBL056W" 0.00415483168728749 0.00753503979164884 -0.217636957968381 -3.4581049334228
"3782" "YOR236W" 0.0069942962056085 0.0121467177534088 -0.378920861050237 -3.18919363707216
"3783" "YMR059W" 0.0136869261420396 0.0223643416323404 0.659526614212427 2.84223376583682
"3784" "YGR164W" 0.0350073085656426 0.0524909036526321 -1.74606072407884 -2.34922129301569
"3785" "YNR045W" 0.006001196380372 0.0105707664836817 0.34600775702862 3.26820123149379
"3786" "YNL051W" 0.00564288994956181 0.00998263549216695 0.288984709579923 3.29997058429594
"3787" "YJL056C" 0.00569121582205287 0.0100626848399648 0.414346674361918 3.29556952186327
"3788" "YKL068W-A" 0.0103415487149298 0.0173383935656256 -0.548027129186573 -2.98731525545006
"3789" "YJL160C" 0.0180249936764229 0.0287258242706841 0.779880784934733 2.69907060466171
"3790" "YCL026C-B" 0.00998041322739733 0.0167845407027335 0.622256498523841 3.0056829029251
"3791" "YDR118W" 0.00630178666913228 0.011046701068988 0.329122663907141 3.2429835800195
"3792" "YNL028W" 0.0388020304072209 0.0575737997106008 -1.50824934101832 -2.29412247367664
"3793" "YIL064W" 0.0053889212900852 0.00956957738320775 -0.310836392660738 -3.3237402019094
"3794" "YJL111W" 0.0041607986834251 0.00754224022914021 -0.25452751338833 -3.45736272415692
"3795" "YDR261W-A" 0.0373683234776403 0.055673780958944 -1.56642154829375 -2.31431243129025
"3796" "YHL013C" 0.00606304208505987 0.0106710845629437 -0.407975929440673 -3.26291084850947
"3797" "YLR123C" 0.0284426165548251 0.0434848323210249 1.11954473116887 2.45959581982941
"3798" "YGR255C" 0.00508280559824779 0.00906041259502371 0.276484827448503 3.35393376973061
"3799" "YKL113C" 0.00482681360678259 0.00863703900863559 -0.251228921544145 -3.38062261057953
"3800" "YDR017C" 0.00466666971083469 0.00838718495831883 0.231542429588697 3.39805330135535
"3801" "YHR030C" 0.0047885652719992 0.00857798302558016 0.364968248009625 3.38473218931841
"3802" "YNL098C" 0.00438203025796475 0.00791418732243299 -0.240180843274184 -3.43057706019507
"3803" "YLR242C" 0.00893647626411001 0.015185046160989 -0.431537078158114 -3.06274243091815
"3804" "YPR145C-A" 0.0255123411572596 0.0393466687837718 1.50420783309333 2.51700736593459
"3805" "YMR167W" 0.00624256672095451 0.0109487591121942 0.309266607329327 3.24785502574222
"3806" "YLR421C" 0.00504292462849546 0.00899177239564385 -0.25131114649635 -3.35800143908785
"3807" "YER172C" 0.00467177190648923 0.00839404883610341 -0.26920169691251 -3.39748872501887
"3808" "YNL152W" 0.00683060882005752 0.011881372746827 -0.372641203820565 -3.2014107685674
"3809" "YBR206W" 0.0158809763010839 0.0256210473395045 -0.618846964149308 -2.76502002783082
"3810" "YEL013W" 0.00471242400930106 0.00845547939354019 -0.327946925792928 -3.39301248925427
"3811" "YJL008C" 0.00434354404887918 0.00785174500352793 -0.260429078182667 -3.43513733240744
"3812" "YLR240W" 0.00536354207778666 0.00952968285520922 0.271905088442676 3.3261770780922
"3813" "YKL018C-A" 0.0103112018377185 0.0172919462759175 0.493389615836353 2.98883405880489
"3814" "YBR267W" 0.00532933701272081 0.00947148131953804 -0.324207856696894 -3.32947979707999
"3815" "YHR100C" 0.00792517723801895 0.0136474097107449 0.344073633124809 3.12472720256527
"3816" "YMR203W" 0.00444260988262456 0.00800648866449859 -0.208503633825269 -3.42348011416774
"3817" "YDR208W" 0.00469087625765641 0.00842143591591335 0.238891139739061 3.39538026293749
"3818" "YDR271C" 0.0247180656192922 0.038282572273061 -0.940462933603978 -2.53366500789288
"3819" "YDR035W" 0.00441175246806205 0.0079574537209986 0.22559586781256 3.42708280282257
"3820" "YNL097C" 0.00738031597955975 0.012766268413083 0.357927064549427 3.16147816235491
"3821" "YDR203W" 0.0183010987684611 0.0291020389264153 0.821628300069274 2.69114095383534
"3822" "YDR069C" 0.00605280802603889 0.0106559392105346 0.277706223785662 3.26378254015465
"3823" "YHR071C-A" 0.0165202348450146 0.0265150579872633 -0.629419234608543 -2.74448794675966
"3824" "YFR027W" 0.00855567306662946 0.0146250262818661 0.356644572243713 3.08522174512785
"3825" "YMR325W" 0.03705462819613 0.0552540368538809 1.85753669327875 2.31882783859907
"3826" "YGL015C" 0.0414493111245479 0.0609762521647836 1.89819969004014 2.25863177227867
"3827" "YMR004W" 0.00546348988308593 0.00968621973310248 0.286566763126146 3.3166463859816
"3828" "YER088C-A" 0.0166142467105754 0.0266525928789925 -0.70179750079724 -2.74153420010155
"3829" "YPR133C" 0.00478328261084839 0.00857321502470416 0.221631018096786 3.38530237927012
"3830" "YLR318W" 0.00775718294570193 0.0133721978473734 0.475554545350938 3.13578251262708
"3831" "YFR032C-B" 0.0340094561313915 0.0512059521315451 1.26400897588875 2.3646531376057
"3832" "YDR430C" 0.00480028230993184 0.00859661836068276 -0.231364344708164 -3.38346975494906
"3833" "YER098W" 0.0070783376972615 0.0122763746594604 0.36916281765374 3.18303164498702
"3834" "YPL128C" 0.00599417357122425 0.0105612398338134 -0.304995850268351 -3.26880542725526
"3835" "YGR093W" 0.00584288119045701 0.0103196891868169 -0.332848811477683 -3.28199693962986
"3836" "YGL177W" 0.0443734114785064 0.0650030635903452 1.50955356986471 2.22183606092927
"3837" "YKL063C" 0.00741030005762294 0.0128113591376769 -0.336384051077132 -3.15938634861764
"3838" "YBL084C" 0.00614627700203521 0.0108086000607378 0.327378908989084 3.25587556997944
"3839" "YER129W" 0.00491969545876217 0.00879361958776561 -0.244323923782856 -3.37077787519565
"3840" "YDR225W" 0.00462717186904782 0.00832305701603267 0.211219429887876 3.40244503755371
"3841" "YFL013W-A" 0.0166222224008391 0.0266525928789925 0.69076423872774 2.74128436584146
"3842" "YGL198W" 0.00858676189502637 0.0146555169103216 -0.397436899344618 -3.08334957157872
"3843" "YMR057C" 0.0397449583688179 0.0588527654252618 1.62970688057981 2.28122559857116
"3844" "YOL133W" 0.0101555989506452 0.0170616148780485 -0.490537601126143 -2.99669195372564
"3845" "YGR017W" 0.00596140509552096 0.0105091652209372 -0.261293126213639 -3.27163402510292
"3846" "YOR248W" 0.0292476328404832 0.0446217383494498 -0.979603902176366 -2.44481907556331
"3847" "YBR141C" 0.00966425120983181 0.0163157500425083 -0.372709132112349 -3.02231262422429
"3848" "YLR204W" 0.00635106010102736 0.0111181790690182 0.354448844015143 3.23896516445884
"3849" "YOR011W" 0.00632020770070794 0.0110760243177153 -0.365882099374482 -3.24147761043823
"3850" "YLL013C" 0.00585620187183068 0.0103404244657264 0.25055262326265 3.28082180381031
"3851" "YGR271W" 0.0053705154141495 0.00953948190045236 -0.237830646105823 -3.32550635559996
"3852" "YAL053W" 0.00493796979851324 0.00882070178751128 0.314956238300598 3.36886298156736
"3853" "YOR141C" 0.00530861545483005 0.00944234972960798 0.238757518599914 3.33149097502795
"3854" "YDR482C" 0.011258592788777 0.0187161481898173 0.464384031164104 2.94338686875292
"3855" "YCR049C" 0.0203831349280928 0.0321587334977019 -0.847265417951952 -2.63484862690579
"3856" "YMR252C" 0.0130907462241653 0.0214958990458056 0.509172463187046 2.86532376987003
"3857" "YGR038W" 0.00754489927636446 0.0130302880322007 -0.408342207382285 -3.15009908572883
"3858" "YLL050C" 0.00517429270132236 0.0092209814361348 -0.225636260256885 -3.34472252610717
"3859" "YAR010C" 0.0160426192669994 0.0258308676457568 -0.627413872916868 -2.75975286385147
"3860" "YPR050C" 0.0271575176651597 0.0416466199168952 -0.95694832396194 -2.48403842770047
"3861" "YHR095W" 0.0403408483695125 0.0595464417945286 1.54631266523719 2.2732237993467
"3862" "YDL064W" 0.00807642157830856 0.0138749868606341 -0.352755832270768 -3.11497224107398
"3863" "YNR040W" 0.00883916236871922 0.0150431322102396 -0.461098665687771 -3.06839502577217
"3864" "YBR163W" 0.00717591244121843 0.0124390087945021 -0.33692305967226 -3.175968460253
"3865" "YLR385C" 0.0224138677677553 0.0350541532241586 -0.795223620921065 -2.58508949035491
"3866" "YOL034W" 0.00577823039650534 0.0102082590477823 0.289695186419785 3.28773881378768
"3867" "YJL195C" 0.0285498073248417 0.0436385139063351 -0.908049382114091 -2.4576052489734
"3868" "YHR199C" 0.00638987087946443 0.0111771484741862 0.301672818674663 3.23582193851189
"3869" "YGL166W" 0.0112246434915097 0.0186706376103372 0.600736855601713 2.94494896562922
"3870" "YPR200C" 0.0265951531173692 0.0408320797216215 0.878785223499121 2.4950863862649
"3871" "YGL251C" 0.0080232391791633 0.0137944890171055 0.395840224516138 3.11838148541371
"3872" "YHR172W" 0.00721018841750315 0.0124851912724472 -0.313655658510743 -3.17351006682038
"3873" "YJL115W" 0.00575668581576196 0.0101729439780429 0.235981185088125 3.28966659728346
"3874" "YPL144W" 0.0117181077715955 0.0194223108795992 -0.469950281376718 -2.92268962448057
"3875" "YKR012C" 0.0149606423852251 0.0242401661383743 0.527489085875423 2.7960486814224
"3876" "YBR086C" 0.00523998629724356 0.00933296769849371 -0.239974756528835 -3.33820873436454
"3877" "YBR038W" 0.00564232373102606 0.00998263549216695 -0.266594582238524 -3.30002237407551
"3878" "YER003C" 0.00530462362627262 0.00943781554611788 -0.222999213449335 -3.33187931730945
"3879" "YLR227C" 0.00888343374317268 0.0151106145470192 0.348152801115413 3.06581583570763
"3880" "YMR001C" 0.0063367277700246 0.0111020013581952 -0.256815932011833 -3.24013078482461
"3881" "YLL059C" 0.0328067200892882 0.0494975929022424 1.13066802912312 2.38383756327112
"3882" "YGL026C" 0.00520234000565128 0.00926843908414234 -0.220510281284365 -3.34193140562019
"3883" "YOL026C" 0.0110478296550247 0.0184139876695979 0.516671160879822 2.95316094126425
"3884" "YOR373W" 0.00681147040252691 0.0118575410785873 0.27982549467052 3.2028582796016
"3885" "YOR273C" 0.00542846306393367 0.00963195154983838 0.42192523830671 3.31996634223361
"3886" "YLR135W" 0.00817690145390189 0.014032867080647 0.313482856228497 3.10859163670879
"3887" "YJL127W-A" 0.0538759592904055 0.0775140808616303 -1.93650547203213 -2.11625161202361
"3888" "YCL001W" 0.0064334873281547 0.011247807094853 -0.306447837074298 -3.23231224663944
"3889" "YNR005C" 0.0361985151080718 0.0540787133676652 1.35040343194228 2.33133816376488
"3890" "YER059W" 0.00810734921461416 0.0139208080215239 0.319700209826573 3.11299990712511
"3891" "YFL064C" 0.0134489458639012 0.0220232800604861 0.488705916310197 2.85132971293585
"3892" "YDR423C" 0.00793253734134837 0.0136564892860792 0.328376067914011 3.12424821068732
"3893" "YKL164C" 0.00541512084253967 0.00961349268708129 -0.247827173176574 -3.32123662510627
"3894" "YJL220W" 0.0429570296372923 0.0630241955342377 1.44093355022057 2.23936429050952
"3895" "YLR465C" 0.0528646461091592 0.0761595496247786 -1.63162037081961 -2.1266216976996
"3896" "YFL036W" 0.00562076452662073 0.009951567397335 0.273334962528464 3.30199820116929
"3897" "RDN5-6" 0.0354092132639375 0.053069203475986 -1.32794479554846 -2.34312381593888
"3898" "YHL009W-B" 0.0193807899070622 0.0307218627506666 0.817558746921104 2.66121338503419
"3899" "YLR292C" 0.00748139229453711 0.0129274348628795 -0.300247228623939 -3.15446024009739
"3900" "YOR089C" 0.00658766695775085 0.0114985371498415 0.30275514129009 3.22009402227993
"3901" "YDR328C" 0.00598430010648158 0.0105466840777485 0.231004328471945 3.26965607609192
"3902" "YIL008W" 0.0108938085632002 0.0181804325562388 -0.373999911262875 -2.96042099156072
"3903" "YLR120C" 0.00643370439451847 0.011247807094853 0.38214967154998 3.23229483958028
"3904" "YFL008W" 0.00586062299482509 0.0103454386487171 0.278630610675799 3.28043236987146
"3905" "YGL058W" 0.00918942950120274 0.0155831167918594 -0.330225838330997 -3.04833086763645
"3906" "YGR039W" 0.0329552948337058 0.0496873793044718 0.949840028584521 2.38143171558067
"3907" "YGL044C" 0.00779319943714255 0.0134290827925026 0.290472723748615 3.13339237684002
"3908" "YPR176C" 0.00706420214185314 0.0122551075078237 0.253620796443074 3.18406294304556
"3909" "YLR107W" 0.00794621348196948 0.0136692423347474 0.303870872741417 3.1233593496968
"3910" "YOR280C" 0.00881827247399046 0.0150153926405116 0.321338072615008 3.06961650758575
"3911" "YLR215C" 0.00900814198430193 0.0153028472763706 -0.313309949774155 -3.05861864188689
"3912" "YNL287W" 0.00569434693217199 0.0100655005755929 -0.224239290165973 -3.29528566543809
"3913" "YPR189W" 0.0061828886246322 0.0108645229994666 -0.2603452200977 -3.25281122945088
"3914" "YGR045C" 0.0491116145491346 0.071318131493993 1.43092277878397 2.16679550380085
"3915" "YFR010W-A" 0.0429419717139565 0.063016235745335 1.15038133480553 2.23955354599344
"3916" "YLR363W-A" 0.0133489310439787 0.0218814098946903 -0.512454557149624 -2.85519978912464
"3917" "YER093C-A" 0.0149685018919021 0.024244264312878 0.608445380483687 2.79577585971683
"3918" "YNL251C" 0.00623727831318935 0.0109440473558249 0.283218422510425 3.24829230109663
"3919" "YIR015W" 0.0142418805116271 0.0231651870480022 0.440776979368171 2.82161293369342
"3920" "YKL039W" 0.00609645676818927 0.0107270091924406 -0.221750163631994 -3.26007497048494
"3921" "YOR125C" 0.0110058141398179 0.0183533102479452 0.433507250364816 2.95513143278196
"3922" "YCL068C" 0.0321195440643816 0.0485616032514871 0.855171486072471 2.3951019679831
"3923" "YLR226W" 0.00975591063761529 0.016449269946206 -0.339706313310781 -3.01743653561131
"3924" "YJR159W" 0.0162853414173463 0.0261958946526381 0.49858756953168 2.75194053056056
