"" "probe.id" "gene.id" "p.value" "q.value" "log.fc" "test.stat"
"1779772_at" "1779772_at" "YLL012W" 1.51407818815988e-07 3.55824654628198e-06 -1.14851027660563 -17.413125234202
"1774177_at" "1774177_at" "YNL144C" 1.5231021156507e-07 3.57177251498516e-06 1.82101277229777 17.3996233605512
"1770920_at" "1770920_at" "YPL189C-A" 1.53632717255995e-07 3.59507137938654e-06 1.48875743338401 17.3799973151411
"1769643_at" "1769643_at" "YBR169C" 1.54260946951802e-07 3.60046423746422e-06 4.08061566350904 17.3707408138826
"1773300_at" "1773300_at" "YEL026W" 1.54522120000981e-07 3.60046423746422e-06 -1.2941601733278 -17.366905090079
"1772778_at" "1772778_at" "YBL078C" 1.57657784303972e-07 3.66571120611448e-06 2.18903373359298 17.3214144242628
"1769730_at" "1769730_at" "YHR128W" 1.60007070945958e-07 3.71243582016439e-06 -1.60824859409075 -17.2879938435387
"1777630_at" "1777630_at" "YKL216W" 1.63662163093888e-07 3.78919516586867e-06 -1.43442765284032 -17.2370791106972
"1776896_at" "1776896_at" "YLR146C" 1.64078558329701e-07 3.79080440893652e-06 -1.31862982239255 -17.2313600620204
"1776441_at" "1776441_at" "YDR408C" 1.65069114672517e-07 3.80564406147945e-06 -1.6512919060915 -17.2178204450524
"1775904_at" "1775904_at" "YMR136W" 1.65736731599343e-07 3.81048779014747e-06 1.3322967425156 17.2087464313402
"1778053_at" "1778053_at" "YBR054W" 1.65976591152104e-07 3.81048779014747e-06 4.53851496248292 17.2054963774667
"1779267_at" "1779267_at" "YER096W" 1.68718344414034e-07 3.86531251102004e-06 2.55505019947285 17.1687171049709
"1778359_at" "1778359_at" "YLR180W" 1.74086879806091e-07 3.9799611349811e-06 -1.74783235335031 -17.0986090298442
"1771271_at" "1771271_at" "YKR043C" 1.75039863586846e-07 3.99339379807319e-06 -1.20413752661718 -17.0864182167492
"1779265_at" "1779265_at" "YBR071W" 1.75546221019132e-07 3.99660229853558e-06 1.08413787491081 17.0799710887826
"1772095_at" "1772095_at" "YIL110W" 1.76664352334705e-07 4.01369655366665e-06 -1.34275500387604 -17.0658084041813
"1773261_at" "1773261_at" "YIL079C" 1.7705079927937e-07 4.0141309844916e-06 -1.30551649731421 -17.0609369420629
"1777366_at" "1777366_at" "YIL045W" 1.83091823615839e-07 4.13084440924275e-06 2.71510324305379 16.9863034249044
"1770013_at" "1770013_at" "YFL052W" 1.83493800837589e-07 4.13084440924275e-06 1.90993222977202 16.9814358045585
"1770820_at" "1770820_at" "YOL097C" 1.8360198810343e-07 4.13084440924275e-06 -1.48749623172217 -16.9801277915933
"1771925_at" "1771925_at" "YJL164C" 1.83710686575035e-07 4.13084440924275e-06 1.82604327743686 16.978814470565
"1772232_at" "1772232_at" "YLR179C" 1.86067611411077e-07 4.17083475515298e-06 -2.18990092948458 -16.9505505095944
"1775866_at" "1775866_at" "YDR299W" 1.86252503707417e-07 4.17083475515298e-06 -1.11180252245715 -16.9483503523465
"1778416_at" "1778416_at" "YIL114C" 1.86876078860536e-07 4.17624087891193e-06 -2.13904485061064 -16.9409480831333
"1773936_at" "1773936_at" "YIL055C" 1.875998442025e-07 4.17998902040101e-06 2.10988663337565 16.9323912355219
"1771908_at" "1771908_at" "YNL160W" 1.87808803899789e-07 4.17998902040101e-06 4.63407966931188 16.929927675713
"1778293_at" "1778293_at" "YKR075C" 1.89474424423664e-07 4.1846852500903e-06 2.25940128459233 16.9104001376343
"1779813_at" "1779813_at" "YNL248C" 1.89696467948393e-07 4.1846852500903e-06 -1.39731064468807 -16.9078115136174
"1777253_at" "1777253_at" "YOR230W" 1.89896706787771e-07 4.1846852500903e-06 1.18416513618227 16.9054800126253
"1770183_at" "1770183_at" "YJL193W" 1.90070110296055e-07 4.1846852500903e-06 -1.55507224962075 -16.9034632039522
"1771373_at" "1771373_at" "YHR139C" 1.90317402021859e-07 4.1846852500903e-06 5.1264134685921 16.9005905980246
"1770332_at" "1770332_at" "YCR076C" 1.91591436003442e-07 4.20002899790438e-06 1.16482300981803 16.8858572943741
"1770659_at" "1770659_at" "YPL017C" 1.92354713265057e-07 4.20002899790438e-06 3.24653853755975 16.8770832050461
"1772631_at" "1772631_at" "YLR073C" 1.92457821677729e-07 4.20002899790438e-06 -1.37804770801265 -16.8759009465505
"1779031_at" "1779031_at" "YER081W" 1.9255257393394e-07 4.20002899790438e-06 -1.1996605528666 -16.8748151289596
"1775295_at" "1775295_at" "YDR321W" 1.94051676539835e-07 4.22429625742494e-06 -1.59741091999373 -16.8577156127619
"1773375_at" "1773375_at" "YJR069C" 1.95764433576084e-07 4.25310880739452e-06 -1.21616326621206 -16.8383599217929
"1778089_at" "1778089_at" "YPL252C" 2.00052409751265e-07 4.33360123847729e-06 -1.32447137843135 -16.7907253527801
"1771536_at" "1771536_at" "YER101C" 2.00262502327144e-07 4.33360123847729e-06 1.25841565297576 16.7884210356075
"1775953_s_at" "1775953_s_at" "YNL034W" 2.07392801339989e-07 4.47902872142965e-06 1.81116203019905 16.7117874551356
"1774553_at" "1774553_at" "YOL060C" 2.11597767002457e-07 4.56082918698787e-06 1.04278674523302 16.6679701568536
"1776678_at" "1776678_at" "YOR276W" 2.12905960296805e-07 4.57999278370764e-06 -1.08766307975199 -16.6545376848248
"1778791_at" "1778791_at" "YHR144C" 2.14760854191689e-07 4.61081849628051e-06 -1.54665258901498 -16.635649956796
"1772198_at" "1772198_at" "YCR102C" 2.17580217978376e-07 4.6621894550347e-06 -1.60843413445296 -16.6072898501449
"1771712_at" "1771712_at" "YER066W" 2.20054063079599e-07 4.70597025701342e-06 1.27806135883032 16.5827435837541
"1778252_at" "1778252_at" "YGL234W" 2.22251946136797e-07 4.74368997535725e-06 -1.24431928325307 -16.5611943717682
"1779334_at" "1779334_at" "YDL219W" 2.23357689895255e-07 4.74878846488892e-06 -1.31910459155603 -16.5504434777613
"1779734_at" "1779734_at" "YMR217W" 2.23359925965676e-07 4.74878846488892e-06 -1.29416384542877 -16.55042179763
"1775484_at" "1775484_at" "YCR004C" 2.24921853623482e-07 4.77271071145128e-06 1.05626561411021 16.5353372350999
"1771188_at" "1771188_at" "YNL217W" 2.27094553009732e-07 4.80947533970999e-06 -1.43712094574227 -16.514548775395
"1775762_at" "1775762_at" "YLR197W" 2.2882997110107e-07 4.83685478567212e-06 -1.21510039161956 -16.4981042330631
"1770044_at" "1770044_at" "YML124C" 2.30249995625865e-07 4.85747481119585e-06 -1.1527177438843 -16.4847522753698
"1769905_at" "1769905_at" "YJR151C" 2.30898217084533e-07 4.86176438593407e-06 1.53692271741225 16.4786880357131
"1774513_at" "1774513_at" "YJL183W" 2.32502211912331e-07 4.88612340726529e-06 -1.03457836692309 -16.4637642585765
"1778277_at" "1778277_at" "YLR452C" 2.33736439266111e-07 4.90263302936673e-06 -1.74409558606829 -16.4523594325088
"1773766_at" "1773766_at" "YMR215W" 2.35877210553335e-07 4.93166221678729e-06 -1.1494357290586 -16.4327373810681
"1771055_at" "1771055_at" "YNL301C" 2.3602299957721e-07 4.93166221678729e-06 -1.61268299676176 -16.4314083847592
"1775494_at" "1775494_at" "YER004W" 2.36753021356383e-07 4.93747522401251e-06 1.35361881585078 16.4247674408039
"1776937_at" "1776937_at" "YOR311C" 2.37490972834173e-07 4.94343114501304e-06 -1.1839874500984 -16.41807771844
"1771802_at" "1771802_at" "YER054C" 2.42180910904749e-07 5.03146957104011e-06 4.10081883734855 16.37610115169
"1778666_at" "1778666_at" "YHR096C" 2.45749989355637e-07 5.09593146808047e-06 7.65716704505424 16.3447644456405
"1773288_at" "1773288_at" "YPR110C" 2.4757345163338e-07 5.12402022623026e-06 -1.17539510332283 -16.3289512130373
"1778677_at" "1778677_at" "YDR009W" 2.50207849320004e-07 5.15981097318528e-06 2.45242666993888 16.3063352277183
"1775390_at" "1775390_at" "YMR104C" 2.5024705488545e-07 5.15981097318528e-06 2.07206499134558 16.3060006772126
"1776624_at" "1776624_at" "YOR374W" 2.52963359398574e-07 5.19721193388078e-06 4.11863873200459 16.2829641736163
"1778280_at" "1778280_at" "YBR212W" 2.53012147586436e-07 5.19721193388078e-06 1.18383455938166 16.2825529554742
"1776859_at" "1776859_at" "YDL014W" 2.55395585784007e-07 5.23632825787548e-06 -1.33679818771153 -16.262571646784
"1775677_at" "1775677_at" "YOR162C" 2.56214707588329e-07 5.24328525191995e-06 1.16266443058271 16.2557529824774
"1772643_at" "1772643_at" "YHR039C-A" 2.57114661046854e-07 5.25186731947667e-06 -1.10796074475841 -16.2482896432731
"1774564_at" "1774564_at" "YLL026W" 2.58636044248695e-07 5.26978974324421e-06 2.29955992243792 16.2357393124668
"1773684_at" "1773684_at" "YJL103C" 2.59111075523325e-07 5.26978974324421e-06 2.17754395469811 16.2318376368728
"1771751_at" "1771751_at" "YBR175W" 2.59492542094423e-07 5.26978974324421e-06 -1.39285861914587 -16.2287102732147
"1774137_at" "1774137_at" "YEL039C" 2.59920998500057e-07 5.26978974324421e-06 2.10234921343904 16.225203831124
"1772676_at" "1772676_at" "YHR089C" 2.61076237922215e-07 5.28243699079879e-06 -1.08579310595892 -16.2157817592289
"1779402_at" "1779402_at" "YPL227C" 2.61511567717985e-07 5.28243699079879e-06 -1.18843310888942 -16.2122433845434
"1778498_at" "1778498_at" "YBR139W" 2.62894606728028e-07 5.30057612974887e-06 1.28535195452427 16.2010457812004
"1773030_at" "1773030_at" "YGR041W" 2.64959826709127e-07 5.33237750695642e-06 -1.26954377999546 -16.1844476737099
"1776748_at" "1776748_at" "YLR449W" 2.66414011578149e-07 5.34679466363026e-06 -1.16198581718947 -16.1728474553465
"1777944_at" "1777944_at" "YNL151C" 2.6665474850645e-07 5.34679466363026e-06 -1.15957228053134 -16.1709339344879
"1774010_at" "1774010_at" "YGR019W" 2.68565546405382e-07 5.37232081586196e-06 1.09522808152112 16.1558143150708
"1777402_at" "1777402_at" "YOR186W" 2.69163930338301e-07 5.37232081586196e-06 3.46364044516529 16.1511043188308
"1769751_at" "1769751_at" "YOR285W" 2.69402617779315e-07 5.37232081586196e-06 1.29580137931903 16.1492288466765
"1778930_at" "1778930_at" "YOR289W" 2.70468506114542e-07 5.37874713765964e-06 2.97230470097507 16.1408764286571
"1774756_at" "1774756_at" "YML100W" 2.70709272118668e-07 5.37874713765964e-06 2.87698771349599 16.1389948826782
"1778358_at" "1778358_at" "YOR237W" 2.71641814602711e-07 5.38748048997899e-06 2.00655835030803 16.1317249324011
"1772193_at" "1772193_at" "YLR297W" 2.76232994224921e-07 5.46861261030786e-06 2.33563952244892 16.0963372957757
"1779191_at" "1779191_at" "YBR283C" 2.77787022378924e-07 5.48240163588266e-06 -1.07940914391999 -16.0845087893767
"1778323_at" "1778323_at" "YPR137W" 2.77932879417917e-07 5.48240163588266e-06 -1.27918082762442 -16.083402416757
"1778040_at" "1778040_at" "YKR076W" 2.79962850139717e-07 5.51249374112942e-06 3.68368248225849 16.0680718456696
"1775055_at" "1775055_at" "YCR018C" 2.82575942824289e-07 5.54449798595537e-06 2.12938801562018 16.0485204124214
"1779609_at" "1779609_at" "YER143W" 2.82602981165551e-07 5.54449798595537e-06 1.0772520362101 16.0483191724589
"1778739_at" "1778739_at" "YOR315W" 2.84226124767067e-07 5.55759244070343e-06 -1.87114636531519 -16.0362779880386
"1770967_at" "1770967_at" "YIL096C" 2.84447841047539e-07 5.55759244070343e-06 -1.12948548631821 -16.0346392025635
"1775167_at" "1775167_at" "YER131W" 2.84796098718331e-07 5.55759244070343e-06 -1.2575869303493 -16.0320680006316
"1772252_at" "1772252_at" "YOR019W" 2.91348412143034e-07 5.67532165400904e-06 1.08289879613427 15.9843403555158
"1776735_at" "1776735_at" "YER056C-A" 2.94672904471607e-07 5.72986743783936e-06 -1.0773365116449 -15.9605836694168
"1773974_at" "1773974_at" "YLR273C" 2.98527651028402e-07 5.79451184802554e-06 1.30160686941476 15.9334121567522
"1779626_at" "1779626_at" "YHR132W-A" 2.99088074046553e-07 5.79509658365377e-06 1.16091545169084 15.9294946768443
"1774864_at" "1774864_at" "YMR197C" 3.04471726953507e-07 5.88896819849191e-06 1.1044187881051 15.8922769425652
"1778328_at" "1778328_at" "YEL017C-A" 3.07855365689336e-07 5.94389299691354e-06 -1.2136905729619 -15.8692620856647
"1772973_at" "1772973_at" "YJL206C" 3.08668035144117e-07 5.94907281843899e-06 1.0331281829309 15.8637768000479
"1779553_at" "1779553_at" "YDR257C" 3.09400429118911e-07 5.95268994614694e-06 -1.06038292873064 -15.8588472399445
"1779146_at" "1779146_at" "YMR030W" 3.10545898604746e-07 5.96422773278148e-06 1.36274845605258 15.8511636115183
"1779529_at" "1779529_at" "YOR020W-A" 3.12165673827501e-07 5.98030559010974e-06 1.16491952515756 15.8403526185063
"1773703_at" "1773703_at" "YIL053W" 3.12477534036664e-07 5.98030559010974e-06 -1.21407249950297 -15.8382783844343
"1777133_at" "1777133_at" "YNL173C" 3.13873991261761e-07 5.99418792000284e-06 1.32497267352537 15.8290187673353
"1770754_at" "1770754_at" "YMR318C" 3.14299933945976e-07 5.99418792000284e-06 -1.10412875858791 -15.8262036433727
"1779316_at" "1779316_at" "YCR079W" 3.16119667424019e-07 6.01612937723975e-06 1.09959644526341 15.8142248382212
"1772399_at" "1772399_at" "YOL110W" 3.16560765687788e-07 6.01612937723975e-06 1.07614878184798 15.8113328787115
"1773413_at" "1773413_at" "YDR150W" 3.17101987672959e-07 6.01612937723975e-06 1.0705040379997 15.807790663052
"1774349_at" "1774349_at" "YKL009W" 3.25169723331243e-07 6.15755029481286e-06 -1.12017448294329 -15.7557801637864
"1777315_at" "1777315_at" "YCL012C" 3.26357494550172e-07 6.15755029481286e-06 1.33624537307027 15.7482455459393
"1776876_at" "1776876_at" "YPR008W" 3.26488018704632e-07 6.15755029481286e-06 1.16323878909711 15.7474194470239
"1777563_at" "1777563_at" "YLR359W" 3.26809953421619e-07 6.15755029481286e-06 -1.17680614548924 -15.7453834796219
"1779275_at" "1779275_at" "YHR104W" 3.28232833442815e-07 6.16039086736754e-06 1.36912345228473 15.7364118757664
"1770303_at" "1770303_at" "YBR294W" 3.28497147048646e-07 6.16039086736754e-06 1.1313926119149 15.734750128936
"1770055_at" "1770055_at" "YMR306W" 3.28651891990783e-07 6.16039086736754e-06 1.7112150676823 15.7337779406056
"1775342_at" "1775342_at" "YJR070C" 3.30440666936315e-07 6.17389697661322e-06 -1.23155120157949 -15.7225771320695
"1776993_at" "1776993_at" "YER001W" 3.30664554697817e-07 6.17389697661322e-06 -1.80149782541184 -15.7211800097532
"1774592_at" "1774592_at" "YOR313C" 3.31067315912824e-07 6.17389697661322e-06 -1.63280531772099 -15.7186693417492
"1779412_at" "1779412_at" "YNR001C" 3.32994258447083e-07 6.18569546231475e-06 1.238027470603 15.7067047939871
"1777972_at" "1777972_at" "YGL081W" 3.33498158706602e-07 6.18569546231475e-06 2.95156046964868 15.7035888677263
"1771963_at" "1771963_at" "YHR209W" 3.33505257214888e-07 6.18569546231475e-06 2.20212789468968 15.703545011074
"1780155_at" "1780155_at" "YIL145C" 3.33964158378999e-07 6.18569546231475e-06 -1.3258920163945 -15.7007120101659
"1779940_at" "1779940_at" "YGR191W" 3.39037582709805e-07 6.26750203195928e-06 -1.28221905115305 -15.6696800436941
"1776267_at" "1776267_at" "YOR210W" 3.39527928524881e-07 6.26750203195928e-06 -1.19714186494449 -15.6667085004362
"1778076_at" "1778076_at" "YBR284W" 3.42370345407745e-07 6.30931388636735e-06 1.18396800023486 15.6495776575606
"1777971_at" "1777971_at" "YKL127W" 3.44310716478717e-07 6.33438974693506e-06 -1.5981476237604 -15.6379748675548
"1771052_at" "1771052_at" "YDL222C" 3.4776050377895e-07 6.38148561421916e-06 5.24438637387161 15.617526609503
"1773888_at" "1773888_at" "YAL012W" 3.48038563879449e-07 6.38148561421916e-06 -1.11604833059674 -15.6158883743992
"1769685_at" "1769685_at" "YDR518W" 3.50724346302816e-07 6.41995922344586e-06 -1.14723889632169 -15.6001399850102
"1773109_at" "1773109_at" "YKR034W" 3.53044833796531e-07 6.45162866844229e-06 2.19559542048666 15.5866423000505
"1771687_at" "1771687_at" "YGR204W" 3.53948391422827e-07 6.45734227290259e-06 -1.17771842349445 -15.5814134842448
"1777937_at" "1777937_at" "YMR194C-B" 3.55585667213834e-07 6.45912066408014e-06 1.43051959557196 15.5719768108204
"1773345_at" "1773345_at" "YDR032C" 3.56806242820343e-07 6.45912066408014e-06 1.0487419284553 15.5649735657236
"1776023_at" "1776023_at" "YHR042W" 3.57183976425243e-07 6.45912066408014e-06 -1.05034412565278 -15.562811713863
"1779306_at" "1779306_at" "YHR159W" 3.57342373417796e-07 6.45912066408014e-06 1.1400455184054 15.5619059378332
"1776425_at" "1776425_at" "YBR280C" 3.57377145954921e-07 6.45912066408014e-06 2.01548958477737 15.5617071552525
"1773255_at" "1773255_at" "YGR008C" 3.57592240278961e-07 6.45912066408014e-06 3.19565586940595 15.5604780182329
"1776550_at" "1776550_at" "YDR171W" 3.60445993981433e-07 6.49992379905792e-06 3.43361099038116 15.5442487115478
"1776030_at" "1776030_at" "YHR150W" 3.62513831466294e-07 6.52644341064854e-06 1.11190764030297 15.5325788839083
"1776498_at" "1776498_at" "YMR093W" 3.66092681216095e-07 6.57482981501623e-06 -1.23159043858727 -15.512557375693
"1778317_at" "1778317_at" "YGL256W" 3.66404772817065e-07 6.57482981501623e-06 -1.1444080165419 -15.5108218475514
"1777843_at" "1777843_at" "YPR113W" 3.69130531766607e-07 6.61011149217234e-06 -1.49447124952265 -15.4957342769052
"1772852_at" "1772852_at" "YBR033W" 3.69580721240602e-07 6.61011149217234e-06 1.75602441348848 15.4932544468199
"1773280_at" "1773280_at" "YOR363C" 3.72875397183517e-07 6.65484485919898e-06 1.02201801926402 15.4752087131609
"1771215_at" "1771215_at" "YOL064C" 3.734394430876e-07 6.65484485919898e-06 -1.11193563032283 -15.4721372673635
"1771764_at" "1771764_at" "YOR101W" 3.74800533497809e-07 6.65484485919898e-06 -1.24109840044255 -15.4647470289279
"1772255_at" "1772255_at" "YKL067W" 3.75058482457242e-07 6.65484485919898e-06 1.0631998838507 15.4633498573771
"1772333_at" "1772333_at" "YPL263C" 3.75222460913305e-07 6.65484485919898e-06 -1.52761499331078 -15.462462235128
"1773929_at" "1773929_at" "YNL128W" 3.76115078650285e-07 6.65484485919898e-06 1.15619074206731 15.457638091067
"1770456_at" "1770456_at" "YDR001C" 3.76344630580616e-07 6.65484485919898e-06 1.68246243643543 15.4563995596107
"1774838_at" "1774838_at" "YPL164C" 3.76974382924569e-07 6.65521172310127e-06 1.15072091479634 15.4530061293965
"1779965_at" "1779965_at" "YHR143W" 3.77687531136386e-07 6.65704732299747e-06 -1.25007892970608 -15.4491710031769
"1777917_at" "1777917_at" "YDR277C" 3.79066223374019e-07 6.67058887122589e-06 2.76299682892313 15.4417797754473
"1778128_at" "1778128_at" "YHL016C" 3.80519495669906e-07 6.68539718437416e-06 2.64130683067024 15.434021356902
"1779494_at" "1779494_at" "YFL011W" 3.83250120548838e-07 6.72256391229165e-06 2.08810659348743 15.419533344091
"1780197_at" "1780197_at" "YNL024C" 3.85110610417889e-07 6.74437299783124e-06 -2.05995451381296 -15.4097283394237
"1770344_at" "1770344_at" "YMR149W" 3.86067196414347e-07 6.75030771586558e-06 -1.22541004810674 -15.4047077165432
"1775444_at" "1775444_at" "YOR177C" 3.90807015197458e-07 6.81764106257288e-06 2.12828471352279 15.3800354213591
"1777020_at" "1777020_at" "YHR052W" 3.91165899179465e-07 6.81764106257288e-06 -1.0836028410791 -15.3781810242896
"1779532_at" "1779532_at" "YJL177W" 3.92108935902777e-07 6.82319498653749e-06 -1.03698914256414 -15.3733173378835
"1775227_at" "1775227_at" "YAL008W" 3.99790257517419e-07 6.93635934240157e-06 1.3865015810576 15.3341842229175
"1777874_at" "1777874_at" "YJR085C" 4.0038949832495e-07 6.93635934240157e-06 1.04526438360196 15.3311669348699
"1773125_at" "1773125_at" "YGR283C" 4.0051635661195e-07 6.93635934240157e-06 -1.420017693588 -15.3305288308623
"1772573_at" "1772573_at" "YBR096W" 4.01291241339559e-07 6.93878272999795e-06 -1.24930833486905 -15.3266360433808
"1775399_at" "1775399_at" "YBR068C" 4.03018705348633e-07 6.95764362093185e-06 3.0856099504693 15.3179881076911
"1769591_at" "1769591_at" "YAR002W" 4.04704448234828e-07 6.97572588377004e-06 -1.01291457123059 -15.3095890996286
"1779827_at" "1779827_at" "YMR285C" 4.07667081073135e-07 7.00508132203452e-06 -1.16914963037651 -15.2949229737105
"1775673_at" "1775673_at" "YIL124W" 4.07689579137441e-07 7.00508132203452e-06 1.84504995561849 15.2948120586946
"1773497_at" "1773497_at" "YNL269W" 4.10957579527352e-07 7.05014824030597e-06 0.95937850062101 15.2787735337395
"1776528_at" "1776528_at" "YDL021W" 4.13977868277529e-07 7.0908309475499e-06 1.95588215426519 15.2640776448194
"1769741_at" "1769741_at" "YDR119W" 4.17103449518127e-07 7.13318700521768e-06 -1.03747330170391 -15.2489957525586
"1772373_at" "1772373_at" "YLL039C" 4.18928847758214e-07 7.1532100754715e-06 2.23463457655077 15.2402462713309
"1777227_at" "1777227_at" "YBL087C" 4.24395661355552e-07 7.20742875485966e-06 -0.978389538905133 -15.2142968900026
"1779129_at" "1779129_at" "YJL153C" 4.2467974289518e-07 7.20742875485966e-06 4.81450993132994 15.2129587185094
"1780177_at" "1780177_at" "YOL030W" 4.24742324133384e-07 7.20742875485966e-06 -1.02159674222522 -15.2126640636004
"1778563_at" "1778563_at" "YDR111C" 4.30372858476238e-07 7.29165053864857e-06 1.54150559268804 15.1863512906098
"1770109_at" "1770109_at" "YHL001W" 4.36002419797365e-07 7.37559511384768e-06 -1.21904825266467 -15.1604269897617
"1777242_at" "1777242_at" "YLR060W" 4.42062629878892e-07 7.44897362495771e-06 -1.10583007824444 -15.1329366282385
"1777737_at" "1777737_at" "YNL223W" 4.42509263336398e-07 7.44897362495771e-06 1.6107323213556 15.1309273837597
"1769478_at" "1769478_at" "YPL199C" 4.42594552990136e-07 7.44897362495771e-06 -1.17337604862318 -15.1305439551897
"1777740_x_at" "1777740_x_at" "YGR174W-A" 4.43066696213627e-07 7.44897362495771e-06 3.84653775206014 15.1284228867721
"1770687_at" "1770687_at" "YLR364W" 4.44643854158233e-07 7.45320513887239e-06 -1.40947034299626 -15.1213559905236
"1776302_at" "1776302_at" "YPL247C" 4.44867625393072e-07 7.45320513887239e-06 1.26240054527155 15.1203556031238
"1779613_at" "1779613_at" "YLL060C" 4.45364472518638e-07 7.45320513887239e-06 1.35962007894089 15.118136427928
"1771788_at" "1771788_at" "YAL007C" 4.47918594594879e-07 7.47391062526632e-06 -1.36388741405909 -15.1067721408514
"1778105_at" "1778105_at" "YNL092W" 4.49649404214692e-07 7.47391062526632e-06 1.48977140093132 15.099112405086
"1778702_at" "1778702_at" "YPR033C" 4.5004511861568e-07 7.47391062526632e-06 -1.07256645749205 -15.0973658152889
"1772073_at" "1772073_at" "YPL196W" 4.50407752574316e-07 7.47391062526632e-06 1.0654509774983 15.095766749374
"1776104_at" "1776104_at" "YLR264W" 4.50762031400935e-07 7.47391062526632e-06 -1.24418491470213 -15.0942059225756
"1769325_at" "1769325_at" "YDL216C" 4.51173938644223e-07 7.47391062526632e-06 1.11547348310912 15.092392937522
"1775933_at" "1775933_at" "YLR333C" 4.51389184908105e-07 7.47391062526632e-06 -0.992707769994436 -15.0914462837274
"1776792_at" "1776792_at" "YBR261C" 4.57633519765954e-07 7.56583828139539e-06 -1.22130307978285 -15.0642023548257
"1771468_at" "1771468_at" "YMR123W" 4.58813766603078e-07 7.57389250972573e-06 -1.45361797956724 -15.0590999028258
"1776927_at" "1776927_at" "YGL147C" 4.61070779109835e-07 7.59967039835939e-06 -1.08844857658903 -15.0493833115306
"1769585_at" "1769585_at" "YBR285W" 4.6647937788182e-07 7.67723891791043e-06 4.52565152759233 15.0263147842544
"1778685_at" "1778685_at" "YDR449C" 4.67972880515023e-07 7.69023705002733e-06 -1.23119781441114 -15.019997682413
"1769852_at" "1769852_at" "YBR142W" 4.69510825501638e-07 7.70392537699986e-06 -1.01896100184436 -15.0135162320235
"1773123_at" "1773123_at" "YBR243C" 4.72541956864368e-07 7.73644819245669e-06 -1.01597341706906 -15.0008115167111
"1769503_at" "1769503_at" "YDR447C" 4.72908802393949e-07 7.73644819245669e-06 -1.0316819390236 -14.9992801307344
"1776348_at" "1776348_at" "YDR021W" 4.76606507883169e-07 7.78528537839652e-06 -1.0333643029562 -14.9839182996736
"1779050_at" "1779050_at" "YPL255W" 4.79594701701295e-07 7.8224043286444e-06 -0.938421547667422 -14.971601595877
"1772848_at" "1772848_at" "YAL028W" 4.82987582763611e-07 7.86600343433792e-06 0.939604418300183 14.9577209647403
"1780220_at" "1780220_at" "YOL082W" 4.83716693017537e-07 7.86615479359471e-06 1.03167170597734 14.9547523995571
"1778892_at" "1778892_at" "YJL011C" 4.87636171954292e-07 7.91131665405732e-06 -1.41028445699263 -14.9388799646796
"1770128_at" "1770128_at" "YLR256W" 4.88510261202228e-07 7.91131665405732e-06 1.00947077373525 14.9353597743131
"1771405_at" "1771405_at" "YHR063C" 4.89230497930754e-07 7.91131665405732e-06 -1.04323476445028 -14.9324645030983
"1770480_at" "1770480_at" "YKR039W" 4.89974272698811e-07 7.91131665405732e-06 1.33943053220763 14.9294796337255
"1776664_at" "1776664_at" "YFL053W" 4.90255810818132e-07 7.91131665405732e-06 2.81174730297697 14.9283511109376
"1771323_at" "1771323_at" "YFL020C" 4.90837544971711e-07 7.91131665405732e-06 1.45321528192235 14.9260215816083
"1776041_at" "1776041_at" "YGL180W" 4.96334998514987e-07 7.98814265651219e-06 2.218186480073 14.9041592625861
"1770806_at" "1770806_at" "YPL245W" 4.97777690626067e-07 7.99958029876715e-06 -1.56652953173643 -14.8984670016249
"1772374_at" "1772374_at" "YJR054W" 5.06149927532564e-07 8.11431619276431e-06 -1.01980516315902 -14.8657954086749
"1771990_at" "1771990_at" "YDR379C-A" 5.06402236773907e-07 8.11431619276431e-06 2.53819735504367 14.8648202485127
"1777639_at" "1777639_at" "YGR123C" 5.07762242563788e-07 8.12419588102062e-06 -1.26087880186495 -14.8595732916759
"1778077_at" "1778077_at" "YJR015W" 5.13081622416786e-07 8.19730404937228e-06 -1.19587765872916 -14.8392015115609
"1771817_at" "1771817_at" "YNL169C" 5.13892014496647e-07 8.19826559769249e-06 -1.11637490473852 -14.8361187678687
"1774174_at" "1774174_at" "YLR448W" 5.1540042172528e-07 8.21034374433508e-06 -1.01484628611944 -14.8303952820061
"1772208_at" "1772208_at" "YBR048W" 5.17871180495934e-07 8.23351837500025e-06 -1.16323718531116 -14.821060799172
"1778154_at" "1778154_at" "YJL037W" 5.18362064604701e-07 8.23351837500025e-06 1.36529003625161 14.8192122059052
"1779441_at" "1779441_at" "YJL078C" 5.23542569183017e-07 8.3037346821945e-06 -1.07346526395167 -14.7998223116316
"1776811_at" "1776811_at" "YKL029C" 5.35725473072583e-07 8.47592406057452e-06 -1.88475318339749 -14.7550604288887
"1772456_at" "1772456_at" "YIR036C" 5.36042459132177e-07 8.47592406057452e-06 1.16391859661191 14.753911082925
"1778735_at" "1778735_at" "YGR035C" 5.36725791537112e-07 8.47592406057452e-06 -2.84362458059809 -14.7514360128537
"1776883_at" "1776883_at" "YNL305C" 5.44228308520888e-07 8.58200137881134e-06 1.12530389029123 14.724492034404
"1774541_at" "1774541_at" "YLR196W" 5.46249906456973e-07 8.6014682676683e-06 -1.16815403163153 -14.7173031475524
"1772224_at" "1772224_at" "YDR202C" 5.47624739591138e-07 8.61070957446325e-06 0.960752348131342 14.7124312379752
